SUP_ID;STA_NM_ANFR;NAT_ID;COR_NB_DG_LAT;COR_NB_MN_LAT;COR_NB_SC_LAT;COR_CD_NS_LAT;COR_NB_DG_LON;COR_NB_MN_LON;COR_NB_SC_LON;COR_CD_EW_LON;SUP_NM_HAUT;TPO_ID;ADR_LB_LIEU;ADR_LB_ADD1;ADR_LB_ADD2;ADR_LB_ADD3;ADR_NM_CP;COM_CD_INSEE
1584333;0872750148;38;45;49;24;N;1;13;13;E;19,7;9;;364 RUE FRANCOIS PERRIN;;;87000;87085
1607944;0750032680;8;48;50;35;N;2;22;26;E;0;34;;177 RUE DE BERCY;CPCU / chaufferie Bercy;;75012;75112
1632177;0632700388;23;46;2;11;N;3;12;32;E;17;65;LA RIGOLE;;;;63260;63001
1632177;0632750019;23;46;2;11;N;3;12;32;E;17;65;LA RIGOLE;;;;63260;63001
1512849;0670600066;38;48;34;50;N;7;46;3;E;67;29;;Rue Blaise Pascal;Tour de Chimie - 16ème étage (étage service);;67000;67482
1512849;0670600065;38;48;34;50;N;7;46;3;E;67;29;;Rue Blaise Pascal;Tour de Chimie - 16ème étage (étage service);;67000;67482
1512849;0670600067;38;48;34;50;N;7;46;3;E;67;29;;Rue Blaise Pascal;Tour de Chimie - 16ème étage (étage service);;67000;67482
1512849;0670600061;38;48;34;50;N;7;46;3;E;67;29;;Rue Blaise Pascal;Tour de Chimie - 16ème étage (étage service);;67000;67482
1607986;0770031078;17;48;39;34;N;2;33;55;E;6;29;;RUE PABLO PICASSO;LA COUPOLE CTRE COMMERCIAL;;77380;77122
1470025;0920460318;26;48;56;15;N;2;15;49;E;15;24;;Route Ouest du Mole n°1;;;92230;92036
1512926;0780990099;26;48;59;36;N;1;37;40;E;26,5;75;;Rue Jean Jaures;;;78710;78531
1512932;0890990068;26;48;11;32;N;3;16;12;E;22;75;;Bd de la Convention;;;89100;89387
1529612;0132290975;38;43;19;54;N;5;23;53;E;58;28;;6 rue de la Busserine;La Busserine Tour Q;;13014;13214
1592011;0370990097;38;47;20;57;N;0;39;52;E;23;9;;Bd Jean JAURES;;;37300;37122
1600122;02B2700058;23;42;38;40;N;9;26;25;E;16;72;Fornagina;RN 193;Garage Formule 1;;20600;2B120
1600122;02B2750152;23;42;38;40;N;9;26;25;E;16;72;Fornagina;RN 193;Garage Formule 1;;20600;2B120
1543263;0760467312;10;49;32;16;N;1;0;5;E;10;24;LES AMOURETTES;;;;76360;76503
1474107;0700030163;11;47;48;59;N;5;54;9;E;10;29;;76 RUE CHARLES BONTEMPS ;AGENCE EXPLOITATION DATA;;70500;70292
1474146;0782290466;23;48;59;53;N;1;52;45;E;35,1;74;;Rue du Château;Parking de l'église;;78250;78403
1474146;0782751012;23;48;59;53;N;1;52;45;E;35,1;74;;Rue du Château;Parking de l'église;;78250;78403
1474146;0780460361;23;48;59;53;N;1;52;45;E;35,1;74;;Rue du Château;Parking de l'église;;78250;78403
1587778;0770990137;26;48;11;42;N;2;38;49;E;38,7;65;Les Petits Bois;Rte de Maisoncelles;;;77570;77045
1587778;0772750660;26;48;11;42;N;2;38;49;E;38,7;65;Les Petits Bois;Rte de Maisoncelles;;;77570;77045
1587778;0772700482;26;48;11;42;N;2;38;49;E;38,7;65;Les Petits Bois;Rte de Maisoncelles;;;77570;77045
1442913;0220990274;4;48;14;22;N;3;18;35;W;43;17;La Croix Haute;rue du Chateau d eau;reservoir n°33;;22110;22266
1442913;0220180041;4;48;14;22;N;3;18;35;W;43;17;La Croix Haute;rue du Chateau d eau;reservoir n°33;;22110;22266
1442913;0220030217;4;48;14;22;N;3;18;35;W;43;17;La Croix Haute;rue du Chateau d eau;reservoir n°33;;22110;22266
1442913;0222180006;4;48;14;22;N;3;18;35;W;43;17;La Croix Haute;rue du Chateau d eau;reservoir n°33;;22110;22266
1546194;0370990070;38;47;20;59;N;0;42;19;E;32,2;9;;rue de la sagerie;;;37170;37050
1623864;0012750166;23;45;50;53;N;5;38;47;E;23;32;LE VILLAGE;;;;01510;01452
1623864;0012700240;23;45;50;53;N;5;38;47;E;23;32;LE VILLAGE;;;;01510;01452
1623864;0010990222;23;45;50;53;N;5;38;47;E;23;32;LE VILLAGE;;;;01510;01452
1623864;0012290321;23;45;50;53;N;5;38;47;E;23;32;LE VILLAGE;;;;01510;01452
1554608;0250990078;23;47;15;13;N;5;56;44;E;20,4;75;La Fuotte;;;;25115;25467
1522388;0292290425;23;48;23;58;N;4;5;2;W;36,8;32;;ZA DE BEL AIR;;;29450;29277
1522388;0290990096;23;48;23;58;N;4;5;2;W;36,8;32;;ZA DE BEL AIR;;;29450;29277
1522388;0292700380;23;48;23;58;N;4;5;2;W;36,8;32;;ZA DE BEL AIR;;;29450;29277
1522388;0292750187;23;48;23;58;N;4;5;2;W;36,8;32;;ZA DE BEL AIR;;;29450;29277
1540906;0660467301;10;42;29;19;N;3;7;29;E;8,5;24;Bach de Las Elmes;;;;66650;66016
1502271;0290260036;42;48;30;0;N;4;46;31;W;1;23;;pointe garchine;;;29840;29221
1522407;0302700450;23;43;52;26;N;4;34;16;E;18;65;CABANIS;ROUTE DE LA GARE ;;;30840;30166
1522407;0300990082;23;43;52;26;N;4;34;16;E;18;65;CABANIS;ROUTE DE LA GARE ;;;30840;30166
1522407;0302750178;23;43;52;26;N;4;34;16;E;18;65;CABANIS;ROUTE DE LA GARE ;;;30840;30166
1542569;0632070240;11;46;2;6;N;3;13;7;E;12;29;La Butte;;;;63260;63240
1616845;0532750135;23;47;56;0;N;0;41;27;W;47,9;72;;LA PRIOLE DES NOÉS;;;53170;53273
1616845;0532700051;23;47;56;0;N;0;41;27;W;47,9;72;;LA PRIOLE DES NOÉS;;;53170;53273
1412494;0592750807;23;50;23;44;N;3;31;35;E;21,5;4;LA FOSSE LARONS;208 R BOULEAUX;;;59860;59112
1465357;0160990042;38;45;39;39;N;0;8;58;E;24;9;;15 RUE DU CLOS DU MAINE BRIE;;;16000;16015
1465357;0162290052;38;45;39;39;N;0;8;58;E;24;9;;15 RUE DU CLOS DU MAINE BRIE;;;16000;16015
1421366;02A0220272;26;41;38;1;N;8;50;27;E;18,4;74;Chirghinello;Route de Belvedere-Campomoro;;;20110;2A035
1421366;02A2290160;26;41;38;1;N;8;50;27;E;18,4;74;Chirghinello;Route de Belvedere-Campomoro;;;20110;2A035
1527315;0420990040;23;45;32;14;N;4;33;18;E;34,1;32;;Laya - Lagarenne;;;42800;42036
1549923;0922700014;38;48;49;3;N;2;15;38;E;47;28;;56 r d'erevan;;;92130;92040
1549923;0921430433;38;48;49;3;N;2;15;38;E;47;28;;56 r d'erevan;;;92130;92040
1549923;0920990106;38;48;49;3;N;2;15;38;E;47;28;;56 r d'erevan;;;92130;92040
1415905;0080034030;23;49;27;45;N;4;18;33;E;44;11;La Servelle;Nationale 51;;;08300;08435
1415905;0080180043;23;49;27;45;N;4;18;33;E;44;11;La Servelle;Nationale 51;;;08300;08435
1415905;0080030242;23;49;27;45;N;4;18;33;E;44;11;La Servelle;Nationale 51;;;08300;08435
1568924;0752701417;9;48;51;12;N;2;20;39;E;0;45;RER ST MICHEL;place st michel;STATION RATP PARIS GARE RER ST MICHEL;;75005;75105
1563414;0130180064;23;43;17;41;N;5;25;32;E;21;11;;Av pierre chevalier;CEI Cleressy;;13012;13212
1577365;0522700189;23;48;4;42;N;5;25;57;E;40,5;74;sur la cote;chem communal les genets;RC direction Cuves;;52800;52352
1577365;0520990361;23;48;4;42;N;5;25;57;E;40,5;74;sur la cote;chem communal les genets;RC direction Cuves;;52800;52352
1577365;0522750253;23;48;4;42;N;5;25;57;E;40,5;74;sur la cote;chem communal les genets;RC direction Cuves;;52800;52352
1577365;0522290114;23;48;4;42;N;5;25;57;E;40,5;74;sur la cote;chem communal les genets;RC direction Cuves;;52800;52352
1563242;0490990088;38;47;28;19;N;0;33;12;W;27;9;;40 RUE SAINT LAUD;;;49000;49007
1543986;0810990263;23;43;29;57;N;2;35;39;E;45;6;Cabrol;;;;81240;81231
1543986;0812750128;23;43;29;57;N;2;35;39;E;45;6;Cabrol;;;;81240;81231
1543986;0812700168;23;43;29;57;N;2;35;39;E;45;6;Cabrol;;;;81240;81231
1543986;0812290179;23;43;29;57;N;2;35;39;E;45;6;Cabrol;;;;81240;81231
1568966;0130467362;12;43;30;0;N;5;26;26;E;9,1;24;La Malouesse Est;Tunnel de LES DES - Tête Côté Marseille;;;13080;13001
1568996;0930031291;17;48;52;55;N;2;30;29;E;15;34;;13 BIS RUE D AVRON;MAIRIE;;93250;93077
1508679;0352700324;23;48;20;18;N;1;49;19;W;32;65;Le Champ Robinson;avenue René de Chateaubriand;;;35190;35233
1508679;0350990094;23;48;20;18;N;1;49;19;W;32;65;Le Champ Robinson;avenue René de Chateaubriand;;;35190;35233
1508679;0352750236;23;48;20;18;N;1;49;19;W;32;65;Le Champ Robinson;avenue René de Chateaubriand;;;35190;35233
1508679;0352290629;23;48;20;18;N;1;49;19;W;32;65;Le Champ Robinson;avenue René de Chateaubriand;;;35190;35233
1576777;0880030348;38;48;11;51;N;6;26;25;E;15;34;;2 RUE DE L HOTEL DE VILLE;;;88190;88209
1560696;0932751507;32;49;0;35;N;2;33;40;E;5,7;24;;rue d'Amsertdam;;;93290;93073
1560696;0932703840;32;49;0;35;N;2;33;40;E;5,7;24;;rue d'Amsertdam;;;93290;93073
1560696;0930467308;32;49;0;35;N;2;33;40;E;5,7;24;;rue d'Amsertdam;;;93290;93073
1452331;9710230031;17;15;51;20;N;61;36;59;W;10;13;LES SAINTES;CENTRALE-Anse des muriers;AGENCE TERRE DE BAS;;97136;97130
1454942;0630990070;23;45;50;34;N;3;6;57;E;30;72;;r bleue;Z.I. Ladoux;Transports Auvergne Mediterranée;63118;63063
1454942;0632700022;23;45;50;34;N;3;6;57;E;30;72;;r bleue;Z.I. Ladoux;Transports Auvergne Mediterranée;63118;63063
1454954;0730990072;26;45;40;51;N;5;55;57;E;32;72;L'Eglise;Pylône terrain de sport;;;73100;73182
1454954;0732700086;26;45;40;51;N;5;55;57;E;32;72;L'Eglise;Pylône terrain de sport;;;73100;73182
1454954;0732750443;26;45;40;51;N;5;55;57;E;32;72;L'Eglise;Pylône terrain de sport;;;73100;73182
1594319;0362700021;26;46;50;13;N;1;42;16;E;35;72;;181 Av du Gal de Gaulle;STADE MUNICIPAL JEAN BIZET;;36130;36063
1594319;0362750158;26;46;50;13;N;1;42;16;E;35;72;;181 Av du Gal de Gaulle;STADE MUNICIPAL JEAN BIZET;;36130;36063
1594319;0360990109;26;46;50;13;N;1;42;16;E;35;72;;181 Av du Gal de Gaulle;STADE MUNICIPAL JEAN BIZET;;36130;36063
1482622;0440260010;50;47;0;4;N;2;39;50;W;8;23;;Chenal d'appoche St Nazaire;Bouée SN1;;44770;44136
1561288;0060467328;12;43;43;22;N;7;21;48;E;10;24;Les Bondes;386-682 Avenue Raymond Poincaré;;;06360;06059
1465959;0780990082;23;48;45;41;N;2;8;9;E;32;65;;53 R DU TROU SALE;;;78350;78343
1465959;0782750425;23;48;45;41;N;2;8;9;E;32;65;;53 R DU TROU SALE;;;78350;78343
1435883;0910467335;10;48;37;52;N;2;8;39;E;9;24;;ROUTE D'INVILLIERS;Tunnel;;91640;91111
1435883;0912752916;10;48;37;52;N;2;8;39;E;9;24;;ROUTE D'INVILLIERS;Tunnel;;91640;91111
1435883;0912700559;10;48;37;52;N;2;8;39;E;9;24;;ROUTE D'INVILLIERS;Tunnel;;91640;91111
1445195;0260990042;26;44;54;4;N;5;0;13;E;20,5;75;;rue Victor Roux;ZA Les Gouvernaux;;26120;26064
1529281;0312290590;17;43;33;24;N;1;27;17;E;22,5;9;;Chemin du Général Charles François DUGUA;;;31400;31555
1471642;0832700302;23;43;36;15;N;6;3;58;E;28;34;L'Enclos des Ribes;;;;83670;83060
1471642;0830990299;23;43;36;15;N;6;3;58;E;28;34;L'Enclos des Ribes;;;;83670;83060
1471642;0832290590;23;43;36;15;N;6;3;58;E;28;34;L'Enclos des Ribes;;;;83670;83060
1471642;0832750815;23;43;36;15;N;6;3;58;E;28;34;L'Enclos des Ribes;;;;83670;83060
1579846;0132701052;38;43;15;44;N;5;23;37;E;18,9;4;;299 AV DE MAZARGUES;;;13008;13208
1579846;0132750908;38;43;15;44;N;5;23;37;E;18,9;4;;299 AV DE MAZARGUES;;;13008;13208
1557114;0780460336;26;48;52;48;N;2;4;44;E;16;24;;Chemin de la BUTTE;;;78750;78367
1557114;0780412127;26;48;52;48;N;2;4;44;E;16;24;;Chemin de la BUTTE;;;78750;78367
1466257;0270460301;23;49;12;24;N;1;18;9;E;30;24;;D65, intersection rue de la Gare;;;27940;27676
1477039;0840990068;23;43;55;0;N;5;2;35;E;35;65;LES FERRAILLES;CHEMIN DES CINQ CANTONS;;;84800;84054
1477039;0842750201;23;43;55;0;N;5;2;35;E;35;65;LES FERRAILLES;CHEMIN DES CINQ CANTONS;;;84800;84054
1481872;0420461309;12;45;54;6;N;4;7;41;E;8;24;Le Saut;;;;42590;42241
1517976;0752752028;17;48;51;24;N;2;19;39;E;31;29;;5-7 R DE MONTALEMBERT;;;75007;75107
1438721;0770460332;23;48;47;52;N;2;47;56;E;30,4;24;BOIS ST DENIS;DOMAINE DES TRENTE ARPENTS;;;77174;77510
1468798;0830460322;26;43;7;23;N;5;49;22;E;20;24;;LA BAOU;;;83110;83123
1468802;0830460328;23;43;26;50;N;6;26;20;E;15;24;LE PLAN;Chemin de l'ile;;;83460;83134
1473585;0432700050;23;45;1;1;N;3;28;17;E;15,4;72;La Croux;Chem du Villeret;;;43300;43085
1473585;0430990233;23;45;1;1;N;3;28;17;E;15,4;72;La Croux;Chem du Villeret;;;43300;43085
1473585;0432750150;23;45;1;1;N;3;28;17;E;15,4;72;La Croux;Chem du Villeret;;;43300;43085
1473585;0432290126;23;45;1;1;N;3;28;17;E;15,4;72;La Croux;Chem du Villeret;;;43300;43085
1552576;0642700424;42;43;19;36;N;1;28;49;W;18;21;Col de Pinodieta;Chemin de la Carrière;;;64250;64527
1552576;0642750522;42;43;19;36;N;1;28;49;W;18;21;Col de Pinodieta;Chemin de la Carrière;;;64250;64527
1559265;0330031356;17;44;47;8;N;0;39;38;W;45;14;;AVENUE DE MAGELLAN;HOPITAL HAUT LEVEQUE;;33600;33318
1562332;0060031484;17;43;34;42;N;7;1;4;E;10;34;;15 RTE DES BREGUIERES;ENTREPOT TECHNIQUE MUNICIP;;06110;06030
1635362;0342290530;26;43;20;1;N;3;7;57;E;13,3;74;;Avenue de Béziers;;;34310;34161
1678608;0400990275;23;43;41;30;N;0;41;17;W;32;72;Peguiraout;rte de larbey;;;40250;40177
1678608;0402700107;23;43;41;30;N;0;41;17;W;32;72;Peguiraout;rte de larbey;;;40250;40177
1678608;0402750273;23;43;41;30;N;0;41;17;W;32;72;Peguiraout;rte de larbey;;;40250;40177
1689809;0302290520;23;43;59;42;N;3;40;47;E;27;32;LE PAGES;HAMEAU DE PONT D'HERAULT;;;30440;30325
1689809;0302750335;23;43;59;42;N;3;40;47;E;27;32;LE PAGES;HAMEAU DE PONT D'HERAULT;;;30440;30325
1689809;0302700183;23;43;59;42;N;3;40;47;E;27;32;LE PAGES;HAMEAU DE PONT D'HERAULT;;;30440;30325
1689809;0300990314;23;43;59;42;N;3;40;47;E;27;32;LE PAGES;HAMEAU DE PONT D'HERAULT;;;30440;30325
1689816;0322700123;4;43;53;51;N;0;51;26;E;34,3;17;LE BALIGNAT;VOIE COMMUNALE N°6;;;32380;32084
1689816;0322750057;4;43;53;51;N;0;51;26;E;34,3;17;LE BALIGNAT;VOIE COMMUNALE N°6;;;32380;32084
1689816;0322180021;4;43;53;51;N;0;51;26;E;34,3;17;LE BALIGNAT;VOIE COMMUNALE N°6;;;32380;32084
1465463;0490990069;23;47;12;27;N;0;45;52;W;32;65;La Promenade;;;;49120;49092
1465463;0492700248;23;47;12;27;N;0;45;52;W;32;65;La Promenade;;;;49120;49092
1465463;0492750227;23;47;12;27;N;0;45;52;W;32;65;La Promenade;;;;49120;49092
1465473;0672700195;23;48;41;1;N;7;39;55;E;30;72;Kreuzwasen;;;;67370;67034
1465473;0672750512;23;48;41;1;N;7;39;55;E;30;72;Kreuzwasen;;;;67370;67034
1465473;0670990106;23;48;41;1;N;7;39;55;E;30;72;Kreuzwasen;;;;67370;67034
1465559;0852750134;23;46;35;45;N;1;26;24;W;38;65;Le Landreau;;;;85310;85160
1465559;0852700177;23;46;35;45;N;1;26;24;W;38;65;Le Landreau;;;;85310;85160
1465559;0850990076;23;46;35;45;N;1;26;24;W;38;65;Le Landreau;;;;85310;85160
1696216;0812700198;23;43;44;50;N;2;48;55;E;27;68;;MONT BARRE;;;81320;81023
1696216;0812750155;23;43;44;50;N;2;48;55;E;27;68;;MONT BARRE;;;81320;81023
1482165;0340460315;26;43;32;33;N;3;50;56;E;20;24;LE FLES;Route Départementale 185;;;37750;34337
1572664;0262700233;23;44;36;17;N;4;48;18;E;14,5;4;LA MONTAGNE;Chêne Vert;;;26740;26312
1572664;0262750196;23;44;36;17;N;4;48;18;E;14,5;4;LA MONTAGNE;Chêne Vert;;;26740;26312
1572717;0590990241;26;50;43;32;N;2;56;49;E;27;72;;rue d'Ypres;Lebleu Transport SA;;59890;59173
1572717;0592700295;26;50;43;32;N;2;56;49;E;27;72;;rue d'Ypres;Lebleu Transport SA;;59890;59173
1427351;0130990175;23;43;40;29;N;5;4;16;E;33;32;DOMAINE DE CURE-BOURSE;;;;13300;13103
1478876;0810990072;23;43;54;39;N;2;17;1;E;40;65;Montels;chem de Foncouverte;;;81430;81026
1478876;0812750059;23;43;54;39;N;2;17;1;E;40;65;Montels;chem de Foncouverte;;;81430;81026
1478876;0812700178;23;43;54;39;N;2;17;1;E;40;65;Montels;chem de Foncouverte;;;81430;81026
1587932;0762700378;26;50;3;26;N;1;24;39;E;25;65;Les Prés Salés;rue Lavoisier;Près terrain de sport;;76260;76255
1587932;0760990130;26;50;3;26;N;1;24;39;E;25;65;Les Prés Salés;rue Lavoisier;Près terrain de sport;;76260;76255
1587932;0762750406;26;50;3;26;N;1;24;39;E;25;65;Les Prés Salés;rue Lavoisier;Près terrain de sport;;76260;76255
1467230;0130460372;23;43;25;25;N;5;23;18;E;20;24;;LA MALLE;;;13320;13015
1566609;0060990143;17;43;39;41;N;7;11;6;E;22,5;2;;37 Av Pierre Ziller;Institut A Tzanck;;06700;06123
1681530;0562750144;23;47;40;58;N;2;18;17;W;28,6;65;CLOS DE LA VILLE NEUVE;;;;56220;56123
1681530;0560990220;23;47;40;58;N;2;18;17;W;28,6;65;CLOS DE LA VILLE NEUVE;;;;56220;56123
1681530;0562700242;23;47;40;58;N;2;18;17;W;28,6;65;CLOS DE LA VILLE NEUVE;;;;56220;56123
1508707;0590990213;23;50;40;16;N;2;49;53;E;43;65;;R DU MOULIN;ZA;PRES LIGNE TGV;59193;59202
1508707;0592750462;23;50;40;16;N;2;49;53;E;43;65;;R DU MOULIN;ZA;PRES LIGNE TGV;59193;59202
1508707;0592700675;23;50;40;16;N;2;49;53;E;43;65;;R DU MOULIN;ZA;PRES LIGNE TGV;59193;59202
1666826;0312290613;17;43;37;13;N;1;23;11;E;19,2;56;;58 Rue Gabriel Clerc;Parking B58 Airbus;;31700;31069
1666826;0312700503;17;43;37;13;N;1;23;11;E;19,2;56;;58 Rue Gabriel Clerc;Parking B58 Airbus;;31700;31069
1573202;0872700038;4;46;8;43;N;1;10;58;E;42,6;34;Des Ajoncs;;;;87290;87121
1573202;0872750188;4;46;8;43;N;1;10;58;E;42,6;34;Des Ajoncs;;;;87290;87121
1644606;0442700146;4;47;15;15;N;2;9;18;W;44;34;La Gilardière;Château d'eau ;;;44250;44154
1644606;0442750425;4;47;15;15;N;2;9;18;W;44;34;La Gilardière;Château d'eau ;;;44250;44154
1468386;0160460001;23;46;4;23;N;0;7;38;E;15;24;Champs du Peux;;;;16240;16229
1615276;0260030747;49;44;27;20;N;4;45;25;E;10;30;;PMV AIRE DE DONZERE A7 PR 127.6;DISTRICT MONTELIMAR;;26780;26169
1615276;0260030525;49;44;27;20;N;4;45;25;E;10;30;;PMV AIRE DE DONZERE A7 PR 127.6;DISTRICT MONTELIMAR;;26780;26169
1670104;0390990220;23;46;57;39;N;5;24;47;E;32,4;72;La Fondeure;;;;39120;39128
1670104;0392700114;23;46;57;39;N;5;24;47;E;32,4;72;La Fondeure;;;;39120;39128
1670104;0392750149;23;46;57;39;N;5;24;47;E;32,4;72;La Fondeure;;;;39120;39128
1505728;0312700303;23;43;33;49;N;1;23;9;E;21,5;72;;137 chem de basso cambo;carrosserie st simon;;31000;31555
1505728;0310990147;23;43;33;49;N;1;23;9;E;21,5;72;;137 chem de basso cambo;carrosserie st simon;;31000;31555
1507760;0670990095;23;48;49;22;N;7;30;3;E;30,3;32;Hohlgass;D7;;;67330;67061
1630639;0670990155;26;48;36;54;N;7;42;46;E;31,5;4;AUF ADELSHOFFER BANN;Allée de Stockholm;;;67207;67326
1630639;0672750456;26;48;36;54;N;7;42;46;E;31,5;4;AUF ADELSHOFFER BANN;Allée de Stockholm;;;67207;67326
1582793;0802750124;26;49;51;56;N;2;13;54;E;27;29;;RTE DE TAISNIL(ENTRE D138 ET N29);;;80480;80724
1582793;0802700218;26;49;51;56;N;2;13;54;E;27;29;;RTE DE TAISNIL(ENTRE D138 ET N29);;;80480;80724
1535241;0310220160;23;43;27;10;N;1;4;22;E;28,5;65;;LA LANE;;;31370;31464
1535241;0312700526;23;43;27;10;N;1;4;22;E;28,5;65;;LA LANE;;;31370;31464
1535241;0312290811;23;43;27;10;N;1;4;22;E;28,5;65;;LA LANE;;;31370;31464
1535241;0310990155;23;43;27;10;N;1;4;22;E;28,5;65;;LA LANE;;;31370;31464
1535241;0312750279;23;43;27;10;N;1;4;22;E;28,5;65;;LA LANE;;;31370;31464
1640070;0152700072;23;45;0;37;N;2;53;31;E;30,4;72;puy de Mercou;D 44;;;15430;15148
1640070;0152750117;23;45;0;37;N;2;53;31;E;30,4;72;puy de Mercou;D 44;;;15430;15148
1640070;0152290137;23;45;0;37;N;2;53;31;E;30,4;72;puy de Mercou;D 44;;;15430;15148
1640070;0150990221;23;45;0;37;N;2;53;31;E;30,4;72;puy de Mercou;D 44;;;15430;15148
1644079;0831690002;23;43;7;54;N;6;0;18;E;25;34;Le Thouar;;;;83160;83144
1644079;0832050047;23;43;7;54;N;6;0;18;E;25;34;Le Thouar;;;;83160;83144
1644079;0830030697;23;43;7;54;N;6;0;18;E;25;34;Le Thouar;;;;83160;83144
1644079;0830600024;23;43;7;54;N;6;0;18;E;25;34;Le Thouar;;;;83160;83144
1648147;0392750044;23;46;31;34;N;5;39;20;E;25,3;65;LA VYE D'ORGELET;;;;39270;39534
1648147;0390990334;23;46;31;34;N;5;39;20;E;25,3;65;LA VYE D'ORGELET;;;;39270;39534
1648147;0392700154;23;46;31;34;N;5;39;20;E;25,3;65;LA VYE D'ORGELET;;;;39270;39534
1664856;0212750307;23;47;11;23;N;4;19;50;E;41,5;32;LA FEUILLIE;;;;21430;21124
1664856;0212700443;23;47;11;23;N;4;19;50;E;41,5;32;LA FEUILLIE;;;;21430;21124
1664856;0210990117;23;47;11;23;N;4;19;50;E;41,5;32;LA FEUILLIE;;;;21430;21124
1673501;0330990193;23;44;31;55;N;0;8;26;W;44,3;32;Menaubayle;RD 225;;;33210;33050
1673501;0332750997;23;44;31;55;N;0;8;26;W;44,3;32;Menaubayle;RD 225;;;33210;33050
1673501;0332700639;23;44;31;55;N;0;8;26;W;44,3;32;Menaubayle;RD 225;;;33210;33050
1602974;0132750914;26;43;24;27;N;5;12;15;E;18,2;68;;8 ALL DE LA PALUN;;;13700;13054
1558101;0670460062;23;48;54;11;N;8;6;27;E;30;24;Nierderwald;CHEMIN DE FER;;;67470;67463
1679112;0022750058;4;49;50;48;N;4;12;37;E;47,5;17;la Cendrière;chemin rural d'Aubenton à La Cendrière;;;02500;02031
1679112;0022700246;4;49;50;48;N;4;12;37;E;47,5;17;la Cendrière;chemin rural d'Aubenton à La Cendrière;;;02500;02031
1669795;0422050032;17;45;28;37;N;4;21;36;E;6;29;;1 Avenue Pierre Mendes France;;;42270;42275
1446931;0700990040;23;47;37;25;N;6;12;57;E;38;32;LES ESSARTS DU BOIS CLAIRE;;;;70000;70162
1446937;0742290411;23;46;21;40;N;6;29;28;E;32;72;;chem du crêt de poche;rte d'armoy;;74200;74281
1446937;0740990075;23;46;21;40;N;6;29;28;E;32;72;;chem du crêt de poche;rte d'armoy;;74200;74281
1446937;0742700052;23;46;21;40;N;6;29;28;E;32;72;;chem du crêt de poche;rte d'armoy;;74200;74281
1446937;0742750449;23;46;21;40;N;6;29;28;E;32;72;;chem du crêt de poche;rte d'armoy;;74200;74281
1434906;0480180026;23;44;11;7;N;3;28;41;E;17;6;Puech Pounchut;Le Crouzet;;;48150;48096
1434906;0482180037;23;44;11;7;N;3;28;41;E;17;6;Puech Pounchut;Le Crouzet;;;48150;48096
1602443;02B2750155;26;42;41;36;N;9;26;49;E;20;72;;Montée des filippina;;;20200;2B033
1602443;02B2700010;26;42;41;36;N;9;26;49;E;20;72;;Montée des filippina;;;20200;2B033
1667893;9880110391;42;21;40;55;S;165;47;42;E;10;47;;FONWHARY;;;98880;98828
1691856;0060990174;48;43;33;15;N;7;3;28;E;16,1;75;;3117 Boulevard des Horizons ;;;06220;06155
1562966;0302290317;26;44;4;38;N;4;35;4;E;22,7;74;Picarèle;Chem de la cave coopérative;;;30330;30127
1601321;0132750911;38;43;16;25;N;5;23;37;E;28;9;;24 bd  Rabatau;;;13008;13208
1601321;0132290215;38;43;16;25;N;5;23;37;E;28;9;;24 bd  Rabatau;;;13008;13208
1452111;0690990174;23;45;43;56;N;4;38;51;E;12,3;32;La Combe d'Urieux;V C n°7;;;69670;69255
1452111;0692750390;23;45;43;56;N;4;38;51;E;12,3;32;La Combe d'Urieux;V C n°7;;;69670;69255
1452159;0882750093;23;48;23;1;N;6;35;15;E;37,8;32;DERRIERE MEIX;CHEMIN DU CHATEAU D'EAU;;;88700;88425
1452159;0880990063;23;48;23;1;N;6;35;15;E;37,8;32;DERRIERE MEIX;CHEMIN DU CHATEAU D'EAU;;;88700;88425
1452159;0882700239;23;48;23;1;N;6;35;15;E;37,8;32;DERRIERE MEIX;CHEMIN DU CHATEAU D'EAU;;;88700;88425
1624049;0920990142;38;48;54;14;N;2;18;20;E;54;28;;94 RUE MARTRE;;;92110;92024
1624049;0922700094;38;48;54;14;N;2;18;20;E;54;28;;94 RUE MARTRE;;;92110;92024
1654176;0622290192;23;50;37;14;N;2;32;53;E;36;74;Clos de Papinghem;R de la Gare;;;62350;62770
1654176;0620990168;23;50;37;14;N;2;32;53;E;36;74;Clos de Papinghem;R de la Gare;;;62350;62770
1484619;9722290203;23;14;52;5;N;61;7;10;W;33;16;Hackaert Nord;Rue du Docteur MORESTIN;;;97218;97203
1663326;0812700181;23;43;39;4;N;2;13;56;E;38;65;Arlausse;;;;81100;81065
1663326;0812750149;23;43;39;4;N;2;13;56;E;38;65;Arlausse;;;;81100;81065
1663326;0810990081;23;43;39;4;N;2;13;56;E;38;65;Arlausse;;;;81100;81065
1422207;9872040026;48;17;33;9;S;149;35;39;W;25;64;;Lotissement Socredo Lot 22;PAMATAI;pk3 OUEST;98704;98715
1630741;0492290306;26;47;30;4;N;0;34;25;W;36;74;;Route d'Epinard;;;49000;49007
1640530;0542290166;38;48;41;34;N;6;11;27;E;25;21;;3 Rue du Tapis Vert;;;54000;54395
1640530;0540990168;38;48;41;34;N;6;11;27;E;25;21;;3 Rue du Tapis Vert;;;54000;54395
